title,directions,NER
Strawberry Salad,"[""Dissolve jello and water; add rest of ingredients."", ""Pour half in pan to set."", ""Spread on cream."", ""Add rest of jello.""]","[""sour cream"", ""pecans"", ""bananas"", ""boiling water"", ""pineapple"", ""strawberry jello""]"
Chili Beef Casserole,"[""Cook macaroni in boiling salted water until done (10 to 12 minutes). Drain thoroughly."", ""Brown ground beef in skillet."", ""Add the soups and the macaroni."", ""Heat for 5 to 7 minutes, stirring occasionally, until the mixture is bubbly. Slice cheese slices in half diagonally and put on top of hot mixture. Cover for a few minutes to allow cheese to melt slightly."", ""Serve at once. Serves 6.""]","[""american cheese"", ""chili beef soup"", ""macaroni"", ""extra lean ground beef"", ""tomato soup""]"
Bread,"[""Dissolve yeast in warm water."", ""Add other ingredients, then add 1 to 1 1/2 cups whole wheat flour."", ""Blend with electric mixer."", ""Add slowly bread flour (3 1/2 to 4 cups; total wheat and bread flour should be 5 cups)."", ""After 3 cups flour are mixed with electric mixer, fold the balance of flour with a wooden spoon."", ""Put on a floured board or wax paper and knead."", ""Next, put in oiled bowl. Oil top of dough and press wax paper down over dough."", ""Let rise until doubled in bulk."", ""Divide dough and put in pans and let rise again."", ""Bake at 350\u00b0 for 30 minutes to 1 hour or until golden brown and pulled away from sides."", ""This will make 2 big loaves or 4 small loaves.""]","[""sugar"", ""water"", ""yeast"", ""butter"", ""salt""]"
Salmon Casserole Baked In Sour Cream,"[""Place salmon liquid in mixing bowl, add lemon juice, salt, pepper, sour cream and dill weed."", ""Mix to smooth sauce."", ""Break salmon in large chunks; place in greased 1-quart casserole."", ""Pour sour cream sauce over salmon."", ""Spread with onion; sprinkle with parsley."", ""Cover and bake at 350\u00b0 for 30 minutes."", ""Yields 4 servings.""]","[""sour cream"", ""pepper"", ""lemon juice"", ""salmon"", ""onion"", ""dill"", ""parsley"", ""salt""]"
Carrie'S Cabbage Soup,"[""Combine all ingredients except meat with enough water to cover. Bring to a rolling boil, then simmer for about 3 hours, adding choice of meat in last 20 minutes."", ""(The use of fresh herbs enhances flavor.)""]","[""sugar"", ""tomatoes"", ""onion soup"", ""green cabbage"", ""onion"", ""water"", ""celery"", ""thyme"", ""anisette"", ""marjoram"", ""tarragon"", ""ground beef"", ""beef bouillon"", ""sausage"", ""green pepper"", ""tomato sauce""]"
Chicken And Pasta Salad,"[""Dressing:"", ""Mix mayonnaise, Ranch dressing, creamy Italian dressing and a little sugar together and blend to taste."", ""Pour over and toss.""]","[""almonds"", ""green grapes"", ""chicken breasts"", ""egg noodles""]"
Calico Beans,"[""Brown hamburger and bacon."", ""Add 1 medium chopped onion and the celery."", ""Mix sauce, sugar, catsup, liquid smoke, mustard and vinegar."", ""Mix beans and sauce with meat; bake in a casserole dish at 350\u00b0 for 45 minutes.""]","[""bacon"", ""vinegar"", ""liquid smoke"", ""brown sugar"", ""onion"", ""mustard"", ""celery"", ""pork"", ""catsup"", ""lima beans"", ""black-eyed peas"", ""red beans"", ""hamburger"", ""worcestershire sauce""]"
Ham Roll-Up,"[""Spread cream cheese on ham."", ""Place breadstick on cheese."", ""Roll up.""]","[""breadsticks"", ""thin-sliced"", ""cream cheese""]"
Penne Al'Arrabbiato,"[""Put on water to boil (and when boiling put in penne). Meanwhile, saute garlic in the olive oil briefly then add tomatoes, parsley, whole peppers and salt."", ""(Always prepare this sauce in an open skillet.)"", ""Simmer until pasta is cooked."", ""Mix the sauce with the drained pasta and top with sprigs of fresh parsley.""]","[""italian-style tomatoes"", ""red peppers"", ""pasta"", ""parsley"", ""garlic"", ""olive oil"", ""salt""]"
Corn Casserole,"[""Mix all together in bowl and place in 2 to 3-quart casserole. Bake at 350\u00b0 for 45 minutes.""]","[""oleo"", ""sour cream"", ""corn"", ""eggs"", ""corn muffin""]"
Vegetable Dip,"[""Mix all ingredients and let set in refrigerator several hours or overnight."", ""It gets better with age and will keep well for 2 weeks.""]","[""tabasco"", ""sour cream"", ""green onions"", ""pimentos"", ""mayonnaise"", ""garlic"", ""bac*os"", ""green pepper"", ""salt""]"
Spinach Dip,"[""Slice paper thin California oranges, limes and lemons."", ""Pour punch over mold of ice."", ""Put fruit in 1 hour before. Whoop-see-doo!""]","[""black pepper"", ""green onions"", ""season-all"", ""meyers"", ""green parsley"", ""cream cheese"", ""vodka"", ""garlic powder"", ""triple sec"", ""cognac"", ""spinach"", ""salt""]"
Easy Chicken Pot Pie,"[""Spray 9 x 13-inch baking dish lightly with cooking spray. Line bottom of dish with chicken pieces."", ""Mix together Veg-All and 3 cans of soup in large bowl."", ""Spread this mixture on top of chicken."", ""In the same bowl, mix melted butter, milk and flour and pour this over soup."", ""Bake at 350\u00b0 for approximately 30 to 40 minutes until crust is brown.""]","[""cream of chicken soup"", ""cream of onion soup"", ""cream of mushroom soup"", ""veg-all vegetables"", ""flour"", ""milk"", ""butter"", ""chicken""]"
Fruit Pizza,"[""Spread cookie dough out on a baking sheet. Bake for 12 - 13 minutes at temperature on pkg., let cool. Slide knife under cookie to loosen.""]","[""your choice"", ""sugar"", ""sugar cookie"", ""cream cheese""]"
Grasshopper Pie,"[""Crush cookies and mix with margarine."", ""Press into pie plate and bake at 350\u00b0 for 10 minutes."", ""Make sure it's cool before you fill.""]","[""cookies"", ""creme"", ""margarine"", ""whipped cream""]"
Squash Souffle,"[""Cut squash in cubes; cook in lightly salted water until tender, then drain. Add butter and mash until pulp. Add well beaten eggs, milk and cracker crumbs. Pour into Pam sprayed casserole dish; cover with cheese. Bake at 350\u00b0 until firm in the center, approximately 30 to 45 minutes."", ""Serves 6 to 8.""]","[""egg whites"", ""grated reduced fat"", ""cracker crumbs"", ""milk"", ""butter"", ""salt""]"
Loris'S Egg Salad,"[""With a potato masher, mix eggs, onion, pepper and pickle. Stir in mayonnaise."", ""Add drained pimentos and seasonings."", ""Chill and serve.""]","[""miracle"", ""salt"", ""eggs"", ""sweet gherkin pickle"", ""onion"", ""paprika"", ""green pepper"", ""pimento""]"
Apple Kuchen,"[""Divide Basic Sweet Dough into 2 portions."", ""Press into 2 buttered 8 x 8-inch baking pans."", ""Press apples, rounded side up, into dough."", ""Sprinkle with mixture of sugar and cinnamon; drizzle with butter."", ""Let rise in a warm place until doubled in bulk. Bake at 350\u00b0 for 40 to 50 minutes, or until golden brown."", ""Cool on wire rack."", ""Serves 16.""]","[""recipe basic sweet dough"", ""sugar"", ""cinnamon"", ""apples"", ""butter""]"
Eggplant-Tomato Casserole,"[""Peel and cut eggplant into 1/4-inch slices."", ""Peel tomatoes and slice."", ""In a 2-quart casserole dish, arrange a layer of eggplant; sprinkle with salt and pepper."", ""Put a layer of tomatoes on top; sprinkle with salt, pepper and oregano flakes you have crushed with your fingers and cheese."", ""Repeat layers until casserole is full, ending with cheese on top."", ""Cover; bake in a 400\u00b0 oven for 30 to 40 minutes, or until eggplant is tender when tested with fork.""]","[""tomatoes"", ""oregano flakes"", ""parmesan cheese"", ""eggplant"", ""salt""]"
Strawberry Bread,"[""Combine flour, sugar, cinnamon, soda and salt."", ""Combine oil, eggs and strawberries."", ""Stir into flour mixture just until moistened."", ""Add nuts if desired."", ""Pour batter into 2 greased loaf pans."", ""Bake at 350\u00b0 for 1 hour.""]","[""sugar"", ""baking soda"", ""cinnamon"", ""eggs"", ""cooking oil"", ""flour"", ""walnuts"", ""crushed strawberries"", ""salt""]"
Salsa,"[""Mix all ingredients and chill 1 hour before serving."", ""Stir before serving."", ""(Mixture will have the consistency of gelatin if you don't.)""]","[""green chilies"", ""cumin"", ""tomatoes"", ""salt"", ""green onions"", ""cilantro"", ""celery"", ""yellow onions"", ""garlic"", ""tomato sauce""]"
Meatball Stew,"[""*I use fresh carrots and potatoes.""]","[""egg"", ""pepper"", ""onion"", ""tomato soup"", ""beef broth"", ""water"", ""parsley flakes"", ""thyme"", ""carrots"", ""ground beef"", ""white potatoes"", ""vegetable oil"", ""cornflakes cereal"", ""salt""]"
Cauliflower-Broccoli Casserole,"[""Simmer the cauliflower and broccoli."", ""Melt the butter in skillet and add cream of mushroom soup, milk and Velveeta cheese. Cook all ingredients until the cheese is melted totally."", ""Combine cauliflower and broccoli mixture with soup and cheese mixture with cooked rice."", ""Bake at 350\u00b0 for 30 minutes, uncovered.""]","[""velveeta cheese"", ""cream of mushroom soup"", ""cauliflower"", ""milk"", ""rice"", ""frozen broccoli"", ""butter""]"
Cabbage Casserole,"[""Saute celery, pepper and onion in small amount of margarine. Add shredded cabbage and water."", ""Cover and steam for 5 to 6 minutes."", ""Remove from heat; add cream of celery soup and pimento for color."", ""Mix well."", ""Put in casserole dish."", ""Cover with Pepperidge Farm herb stuffing and butter mixed together."", ""Bake for 20 minutes at 350\u00b0.""]","[""cabbage"", ""bell pepper"", ""onion"", ""water"", ""celery"", ""margarine"", ""cream of celery soup"", ""herb stuffing"", ""pimento""]"
Best Ever Salad,"[""Cook spaghetti and let it cool off."", ""Add all vegetables and spices."", ""Stir in celery soup and if too stiff add small amount of mayonnaise.""]","[""tomatoes"", ""salt"", ""onion"", ""curry"", ""celery"", ""amount of mayonnaise"", ""cream of celery"", ""green pepper"", ""fine spaghetti""]"
Black Bottom Cupcakes,"[""Combine first four ingredients and mix well."", ""Stir in chocolate chips."", ""Mix together flour, 1 cup sugar, cocoa, soda and salt."", ""Add water, oil, vinegar and vanilla."", ""Beat well."", ""Fill cupcake papers 1/3 full of chocolate mixture."", ""Top each with cream cheese mixture."", ""Bake at 350\u00b0 for 30 to 35 minutes."", ""Makes 18 to 20 cupcakes""]","[""egg"", ""sugar"", ""vinegar"", ""vanilla"", ""baking soda"", ""cooking oil"", ""cream cheese"", ""water"", ""flour"", ""cocoa"", ""chocolate chips"", ""salt""]"
Tuna Casserole,"[""Make macaroni and cheese according to package directions."", ""If peas are frozen, cook and drain."", ""Cook celery and onion and drain. Add all ingredients."", ""Bake at 350\u00b0 for 35 minutes in large baking dish.""]","[""peas"", ""macaroni"", ""cream of mushroom soup"", ""onion"", ""water"", ""celery"", ""tuna fish"", ""salt""]"
Oatmeal Pie(Cheap Pecan Pie)  ,"[""Cream margarine and eggs. Add next 5 ingredients to the margarine egg mixture and blend together. Put into 2 unbaked pie shells. Bake 1 hour at 325\u00b0.""]","[""vanilla"", ""eggs"", ""syrup"", ""margarine"", ""coconut"", ""white sugar""]"
Chili Con Carne,"[""Heat a heavy skillet over moderate heat."", ""Add hamburger, onion and garlic."", ""Stir until meat is browned."", ""Stir in next 3 ingredients well."", ""Turn beans (that have been rinsed in cold water and drained) and tomatoes into meat mixture."", ""Heat to boiling; add spaghetti."", ""Reduce heat to simmer."", ""Cook 30 minutes, stirring often."", ""If chili is too thick, add a little hot water."", ""Serves 4.""]","[""spaghetti"", ""kidney beans"", ""tomatoes"", ""pepper"", ""chili powder"", ""onion"", ""garlic"", ""hamburger"", ""salt""]"
Swiss Chicken Casserole,"[""Arrange chicken breasts in a lightly greased 12 x 8 x 2 baking dish. Top with a slice of Swiss cheese. Combine soup and milk. Stir well. Spoon over chicken. Sprinkle with stuffing mix. Drizzle butter over crumbs. Cover and bake at 350\u00b0 for 50 minutes. Yields 6 servings.""]","[""swiss cheese"", ""herb stuffing mix"", ""margarine"", ""milk"", ""chicken"", ""cream chicken soup""]"
Happy Face Cookies,"[""Combine and mix well the butter, sugar, eggs and water. Add flour, baking powder, salt, vanilla and powdered milk. Mix well. Roll, cut out and bake at 350\u00b0.""]","[""sugar"", ""baking powder"", ""vanilla"", ""eggs"", ""powdered milk"", ""water"", ""flour"", ""butter"", ""salt""]"
No Bake Cookies,"[""Melt almond bark with package directions. Stir in all other ingredients. Drop and shape on waxed paper.""]","[""marshmallows"", ""cap'n"", ""rice krispies"", ""almond bark"", ""peanuts""]"
"Slinky(Apple Flavored, Low Calorie Quencher)  ","[""Pour water and apple juice into a glass."", ""Stir in lemon juice."", ""Garnish with apple slices and mint.""]","[""sparkling mineral water"", ""apple"", ""apple juice"", ""freshly squeezed lemon juice""]"
Peach Cobbler,"[""Melt butter in Pyrex dish."", ""Sift dry ingredients together. Pour batter into melted butter."", ""Pour fruit into batter."", ""Don't stir."", ""Bake at 350\u00b0 for 40 or 45 minutes.""]","[""sugar"", ""flour"", ""milk"", ""peaches"", ""butter""]"
Green Bean Specialty,"[""Heat green beans (2 cans) and drain. Mix last 4 ingredients and heat. Pour liquid mixture over the beans. Crumble bacon on top. Serve hot.""]","[""bacon"", ""vinegar"", ""brown sugar"", ""grease"", ""mustard""]"
Raspberry Nut Perfection(Serves 8)  ,"[""Spread pie filling in bottom of 8-inch square pan."", ""Combine cake mix, water and egg; beat well."", ""Pour over pie filling. Sprinkle coconut and pecans on top."", ""Drizzle melted butter over top."", ""Bake in a 350\u00b0 oven for 40 minutes."", ""Serve warm.""]","[""white cake mix"", ""egg"", ""red raspberry"", ""pecans"", ""water"", ""butter"", ""flaked coconut""]"
Mexican Chicken,"[""Boil chicken in water."", ""Cool and cut into pieces."", ""Put in a 9 x 13-inch dish."", ""Place on top of chicken in following order: chopped onion, grated cheese and crushed Doritos.""]","[""cream of chicken soup"", ""cream of mushroom soup"", ""onion"", ""cheese"", ""ro-tel"", ""doritos"", ""chicken""]"
10 Minute Peanut Brittle,"[""In 2-quart casserole (I use 2-quart measuring cup), mix the sugar, syrup and salt."", ""Microwave on High for 5 minutes."", ""Stir in peanuts."", ""Microwave on High for 2 to 6 minutes or until syrup and peanuts are lightly browned, stirring after every 2 minutes of cooking time."", ""Stir in butter, vanilla and baking soda until light and foamy."", ""Spread to 1/4-inch thickness on a large well-buttered cookie sheet."", ""When cool, break into small pieces.""]","[""light corn syrup"", ""sugar"", ""vanilla"", ""soda"", ""butter"", ""peanuts"", ""salt""]"
Onion Dressing,"[""In a covered jar, shake all ingredients together well."", ""Makes 2 1/2 cups dressing.""]","[""vinegar"", ""red pepper"", ""catsup"", ""milk"", ""onion soup mix"", ""worcestershire sauce""]"
Chocolate Oatmeal Cookies,"[""Melt butter in saucepan."", ""Add"", ""milk,"", ""cocoa"", ""and sugar. Stir well and boil for 1"", ""minute."", ""Take\tfrom heat and immediately add peanut butter."", ""Stir"", ""well."", ""Add"", ""vanilla,\toats and nuts;\tstir well."", ""Drop from teaspoon quickly onto wax paper.""]","[""sugar"", ""vanilla"", ""oats"", ""peanut butter"", ""nuts"", ""cocoa"", ""margarine"", ""milk""]"
Pastry Crunch,"[""Place candy coating in microwave."", ""Melt according to directions. Stir melted coating in remaining ingredients."", ""Spread on wax paper to cool. Break into pieces and store in an airtight container.""]","[""corn"", ""pecan"", ""noodles"", ""vanilla flavored candy coating"", ""peanuts""]"
Chippewa Soup,"[""Soak the split peas overnight."", ""In a large pot (preferably 3-4 gallons) heat a small amount of oil until very hot."", ""Add the carrots, onions and celery and sweat the vegetables."", ""Add the garlic and sweat a few more minutes."", ""Add the curry powder to the vegetables and stir until curry is thoroughly mixed with the vegetables."", ""Add all remaining ingredients to the pot."", ""Bring this to a boil, reduce heat and simmer for approximately three hours. Adjust the seasoning with salt and pepper."", ""Remove the bay leaves and puree the soup through a food mill or in an electric blender. Chill thoroughly."", ""This is the base for Chippewa Soup."", ""It should be slightly salty because it is the base and needs to be creamed before use.""]","[""potatoes"", ""oregano"", ""marjoram"", ""curry powder"", ""green split peas"", ""water"", ""celery"", ""ham"", ""basil"", ""thyme"", ""bay leaves"", ""onions"", ""carrots"", ""tomato puree"", ""garlic"", ""salt""]"
